source_row,url,headline,clean_headline,label,fold,score_nbc,predicted_label,correct,error_direction,margin_from_threshold,confidence_margin,headline_length,word_count,has_quote,has_question,has_digit,topic_politics,topic_crime,topic_world,topic_health,topic_business,topic_culture,topic
1369,https://www.foxnews.com/world/israels-ground-invasion-lebanon-imminent-cabinet-approves-next-phase-war.print,Israel's ground invasion into Lebanon imminent as cabinet approves next phase of the war,israel's ground invasion into lebanon imminent as cabinet approves next phase of the war,FoxNews,4,0.6187095977088675,NBC,False,FoxNews->NBC,0.6620885627484732,0.6620885627484732,88,15,True,False,False,False,False,True,False,False,False,world
3286,https://www.nbcnews.com/news/us-news/live-blog/unhealthy-air-quality-canada-wildfires-live-updates-rcna88092,Air quality: New York City has the worst air in the world as smoke from Canadian wildfires rolls in,air quality: new york city has the worst air in the world as smoke from canadian wildfires rolls in,NBC,3,-0.7035670683415352,FoxNews,False,NBC->FoxNews,-0.6601881033019295,0.6601881033019295,99,19,False,False,False,False,False,False,False,False,False,other
1325,https://www.foxnews.com/world/hamas-billionaires-lifestyles-of-rich-terrorists,Hamas billionaires: Lifestyles of the rich and terrorists,hamas billionaires: lifestyles of the rich and terrorists,FoxNews,4,0.6155976785150383,NBC,False,FoxNews->NBC,0.658976643554644,0.658976643554644,57,8,False,False,False,False,False,False,False,False,False,other
144,https://www.foxnews.com/opinion/im-cake-artist-who-won-supreme-court-heres-why-im-still-court.print,I'm the cake artist who won at the Supreme Court. Here's why I'm still in court,i'm the cake artist who won at the supreme court. here's why i'm still in court,FoxNews,4,0.613269412066504,NBC,False,FoxNews->NBC,0.6566483771061097,0.6566483771061097,79,19,True,False,False,True,False,False,False,False,False,politics
3162,https://www.nbcnews.com/news/world/israel-music-festival-massacre-grounds-rcna120148,"Discarded sandals, open liquor bottles: Israel music festival grounds show remnants of a celebration cut short","discarded sandals, open liquor bottles: israel music festival grounds show remnants of a celebration cut short",NBC,3,-0.6962684326381972,FoxNews,False,NBC->FoxNews,-0.6528894675985915,0.6528894675985915,110,16,False,False,False,False,False,True,False,False,True,world
257,https://www.foxnews.com/world/netanyahu-says-security-gaza-critical-stop-hamas-smuggling-hostages-iran-lost-forever,Netanyahu says security in Gaza is critical to stop Hamas smuggling hostages into Iran: 'lost forever',netanyahu says security in gaza is critical to stop hamas smuggling hostages into iran: 'lost forever',FoxNews,2,0.6091070311757533,NBC,False,FoxNews->NBC,0.652485996215359,0.652485996215359,102,16,True,False,False,False,False,True,False,False,False,world
216,https://www.foxnews.com/opinion/trumps-brilliant-tax-free-tips-plan.print,All the reasons why Trump's tax free tips plan is brilliant,all the reasons why trump's tax free tips plan is brilliant,FoxNews,3,0.6088323782088737,NBC,False,FoxNews->NBC,0.6522113432484794,0.6522113432484794,59,12,True,False,False,True,False,False,False,True,False,politics
1627,https://www.foxnews.com/politics/secret-service-told-locals-would-take-care-of-building-crooks-shot-trump-from,Secret Service told locals they would ‘take care of’ building used by Thomas Crooks to shoot Trump,secret service told locals they would 'take care of' building used by thomas crooks to shoot trump,FoxNews,5,0.6070614301269586,NBC,False,FoxNews->NBC,0.6504403951665643,0.6504403951665643,98,17,False,False,False,True,False,False,False,False,False,politics
1004,https://www.foxnews.com/politics/supreme-court-rules-favor-jan-6-capitol-riot-participant-challenged-obstruction-conviction.print,Supreme Court rules in favor of Jan. 6 Capitol riot participant who challenged obstruction conviction,supreme court rules in favor of jan. 6 capitol riot participant who challenged obstruction conviction,FoxNews,2,0.6057508622936854,NBC,False,FoxNews->NBC,0.649129827333291,0.649129827333291,101,15,False,False,True,True,False,False,False,False,False,politics
2836,https://www.nbcnews.com/business/business-news/apple-sued-doj-antitrust-monopoly-biden-rcna144424,Apple sued by Biden administration over alleged iPhone 'monopoly power',apple sued by biden administration over alleged iphone 'monopoly power',NBC,2,-0.689623613707292,FoxNews,False,NBC->FoxNews,-0.6462446486676863,0.6462446486676863,71,10,True,False,False,True,False,False,False,False,False,politics
1343,https://www.foxnews.com/world/idf-investigating-whether-hamas-chief-yahya-sinwar-killed-gaza-operations.print,"Hamas terror leader Yahya Sinwar killed in Gaza, Israel says","hamas terror leader yahya sinwar killed in gaza, israel says",FoxNews,5,0.6024347278634848,NBC,False,FoxNews->NBC,0.6458136929030905,0.6458136929030905,60,10,False,False,False,False,True,True,False,False,False,crime
54,https://www.foxnews.com/politics/wisconsin-kicks-off-election-season-first-widely-available-absentee-ballots.print,Wisconsin kicks off election season with first widely available absentee ballots,wisconsin kicks off election season with first widely available absentee ballots,FoxNews,3,0.5953599902362894,NBC,False,FoxNews->NBC,0.6387389552758951,0.6387389552758951,80,11,False,False,False,True,False,False,False,False,True,politics
1360,https://www.foxnews.com/politics/pence-preserving-sanctity-life-enthusiasm-republicans-midterms,Pence says the 'sanctity of life' will spark ‘renewed enthusiasm’ for Republicans in midterms,pence says the 'sanctity of life' will spark 'renewed enthusiasm' for republicans in midterms,FoxNews,4,0.5944452078578895,NBC,False,FoxNews->NBC,0.6378241728974952,0.6378241728974952,93,14,True,False,False,False,False,False,False,False,False,other
2392,https://www.nbcnews.com/news/world/hamas-says-chosen-yahya-sinwar-mastermind-oct-7-attacks-new-leader-rcna165437,Hamas announces Yahya Sinwar as new political head following Ismail Haniyeh assassination,hamas announces yahya sinwar as new political head following ismail haniyeh assassination,NBC,1,-0.6806008649276503,FoxNews,False,NBC->FoxNews,-0.6372218998880446,0.6372218998880446,89,12,False,False,False,False,False,False,False,False,False,other
305,https://www.foxnews.com/politics/schumer-calls-for-new-israeli-leader-to-replace-netanyahu-in-senate-floor-speech,Schumer calls for new Israeli leader to replace Netanyahu in Senate floor speech,schumer calls for new israeli leader to replace netanyahu in senate floor speech,FoxNews,5,0.5937823447170303,NBC,False,FoxNews->NBC,0.637161309756636,0.637161309756636,80,13,False,False,False,True,False,False,False,False,False,politics
1308,https://www.foxnews.com/politics/gaza-war-israeli-hostage-deal-hope-fades,"As Gaza war drags past 1 year mark, hope fades for a deal to bring hostages home soon","as gaza war drags past 1 year mark, hope fades for a deal to bring hostages home soon",FoxNews,4,0.5861823431214394,NBC,False,FoxNews->NBC,0.629561308161045,0.629561308161045,85,18,False,False,True,False,False,True,False,False,False,world
492,https://www.foxnews.com/sports/panthers-owner-donates-3-million-hurricane-helene-relief-efforts-bucs-also-give-seven-figures,Panthers owners donates $3 million to Hurricane Helene relief efforts; Bucs also give seven figures,panthers owners donates $3 million to hurricane helene relief efforts; bucs also give seven figures,FoxNews,5,0.5840153616862162,NBC,False,FoxNews->NBC,0.6273943267258218,0.6273943267258218,99,15,False,False,True,False,False,False,False,False,False,other
2446,https://www.nbcnews.com/politics/2024-election/kamala-harris-tough-migration-pitch-border-points-shifting-national-mo-rcna172850,Kamala Harris' tough on migration pitch at the border points to a shifting national mood,kamala harris' tough on migration pitch at the border points to a shifting national mood,NBC,1,-0.6697285956969727,FoxNews,False,NBC->FoxNews,-0.626349630657367,0.626349630657367,88,15,True,False,False,True,False,False,False,False,False,politics
3065,https://www.nbcnews.com/politics/2024-election/teamsters-union-declines-endorse-presidential-election-breaking-decade-rcna171711,"Teamsters union declines to endorse in presidential election, breaking decades of precedent","teamsters union declines to endorse in presidential election, breaking decades of precedent",NBC,4,-0.6672290919585016,FoxNews,False,NBC->FoxNews,-0.6238501269188959,0.6238501269188959,91,12,False,False,False,True,False,False,False,False,False,politics
3281,https://www.nbcnews.com/news/world/volodymyr-zelenskyy-become-global-phenomenon-rcna24355,Zelenskyy's rise: From 'Dancing with the Stars' and 'Paddington 2' to facing down Putin,zelenskyy's rise: from 'dancing with the stars' and 'paddington 2' to facing down putin,NBC,2,-0.6602447113592396,FoxNews,False,NBC->FoxNews,-0.6168657463196339,0.6168657463196339,87,15,True,False,True,False,False,False,False,False,False,other
2128,https://www.nbcnews.com/politics/2024-election/live-blog/election-2024-dnc-live-updates-rcna165227/rcrd52743?canonicalCard=true,"Rapper Common performs new song centered on Harris, DNC","rapper common performs new song centered on harris, dnc",NBC,5,-0.65673234227693,FoxNews,False,NBC->FoxNews,-0.6133533772373243,0.6133533772373243,55,9,False,False,False,False,False,False,False,False,False,other
3642,https://www.nbcnews.com/politics/2024-election/poll-biden-trump-economy-presidential-race-rcna136834,Poll: 20 point deficit on handling economy highlights Biden’s struggles against Trump,poll: 20 point deficit on handling economy highlights biden's struggles against trump,NBC,3,-0.6536472720552591,FoxNews,False,NBC->FoxNews,-0.6102683070156534,0.6102683070156534,85,13,False,False,True,True,False,False,False,True,False,politics
1736,https://www.foxnews.com/politics/kirby-slams-hamas-chief-sinwar-the-major-obstacle-reaching-cease-fire-hostage-release-deal-israel.print,"Kirby slams Hamas chief Sinwar as 'the major obstacle' to cease fire, hostage release deal with Israel","kirby slams hamas chief sinwar as 'the major obstacle' to cease fire, hostage release deal with israel",FoxNews,5,0.5662840192984966,NBC,False,FoxNews->NBC,0.6096629843381023,0.6096629843381023,102,17,True,False,False,False,False,True,False,False,False,world
1548,https://www.foxnews.com/politics/republicans-skeptical-doj-block-russian-election-interference,Republicans 'skeptical' of DOJ move to block Russian election interference,republicans 'skeptical' of doj move to block russian election interference,FoxNews,5,0.5649032369844773,NBC,False,FoxNews->NBC,0.608282202024083,0.608282202024083,74,10,True,False,False,True,False,False,False,False,False,politics
1271,https://www.foxnews.com/politics/biden-executive-action-abortion-access-pressure-democrats.print,Biden to take executive action on abortion access following immense pressure from Democrats,biden to take executive action on abortion access following immense pressure from democrats,FoxNews,4,0.5616551607383083,NBC,False,FoxNews->NBC,0.605034125777914,0.605034125777914,91,13,False,False,False,True,False,False,False,False,False,politics
2939,https://www.nbcnews.com/politics/white-house/biden-moves-ahead-tariff-hikes-numerous-chinese-goods-rcna152090,Biden moves ahead on tariff hikes for numerous Chinese goods,biden moves ahead on tariff hikes for numerous chinese goods,NBC,4,-0.6395339154906845,FoxNews,False,NBC->FoxNews,-0.5961549504510788,0.5961549504510788,60,10,False,False,False,True,False,False,False,False,False,politics
793,https://www.foxnews.com/world/cuban-power-plant-failure-leaves-millions-dark-island-wide-outage.print,Cuban power plant failure leaves millions in the dark in island wide outage,cuban power plant failure leaves millions in the dark in island wide outage,FoxNews,3,0.5489252136962052,NBC,False,FoxNews->NBC,0.5923041787358109,0.5923041787358109,75,13,False,False,False,False,False,False,False,False,False,other
735,https://www.foxnews.com/lifestyle/educate-talk-to-children-about-september-11,How to talk to children about 9/11 and the tragic events that unfolded,how to talk to children about 9/11 and the tragic events that unfolded,FoxNews,2,0.5476536188801882,NBC,False,FoxNews->NBC,0.5910325839197939,0.5910325839197939,70,14,False,False,True,False,False,False,False,False,False,other
937,https://www.foxnews.com/us/atlanta-cop-city-protesters-clash-police-construction-training-center.print,Atlanta 'Cop City' protesters clash with police over construction of training center,atlanta 'cop city' protesters clash with police over construction of training center,FoxNews,4,0.5468813943765359,NBC,False,FoxNews->NBC,0.5902603594161416,0.5902603594161416,84,12,True,False,False,False,True,False,False,False,False,crime
71,https://www.foxnews.com/politics/trump-indicted-second-time-election-subversion-case-brought-special-counsel-jack-smith.print,Trump indicted a second time in election subversion case brought by special counsel Jack Smith,trump indicted a second time in election subversion case brought by special counsel jack smith,FoxNews,1,0.5455881656772038,NBC,False,FoxNews->NBC,0.5889671307168095,0.5889671307168095,94,15,False,False,False,True,False,False,False,False,False,politics
